creditscore,age,tenure,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,france,germany,spain,female,male,tenure_age,age_tenure_product
534.0,52.0,8.0,1,0,1,116378.31,0,1,0,0,0,1,0.1538461538461538,416.0
850.0,24.0,5.0,1,0,0,118716.63,0,1,0,0,1,0,0.2083333333333333,120.0
599.0,29.0,8.0,2,1,0,123468.11,0,0,1,0,1,0,0.2758620689655172,232.0
709.0,34.0,2.0,2,1,1,163729.83,0,1,0,0,0,1,0.0588235294117647,68.0
611.0,34.0,8.0,2,0,0,123982.75,0,1,0,0,0,1,0.2352941176470588,272.0
726.0,37.0,9.0,2,1,1,151924.9,0,0,0,1,0,1,0.2432432432432432,333.0
640.0,34.0,4.0,2,1,1,78310.82,0,1,0,0,0,1,0.1176470588235294,136.0
683.0,46.0,5.0,2,1,0,56518.0,0,1,0,0,1,0,0.108695652173913,230.0
545.0,34.0,2.0,2,1,1,24210.56,0,1,0,0,0,1,0.0588235294117647,68.0
706.0,31.0,5.0,2,1,0,162082.02,0,1,0,0,0,1,0.1612903225806451,155.0
623.0,40.0,6.0,2,1,0,100335.55,0,1,0,0,1,0,0.15,240.0
587.0,46.0,8.0,1,1,1,123309.57,1,0,1,0,1,0,0.1739130434782608,368.0
731.0,45.0,3.0,1,1,0,147737.08,1,1,0,0,1,0,0.0666666666666666,135.0
662.0,35.0,7.0,2,1,1,187194.15,0,0,1,0,1,0,0.2,245.0
543.0,40.0,7.0,2,1,1,157517.71,0,1,0,0,1,0,0.175,280.0
751.0,48.0,7.0,2,1,0,199493.62,0,1,0,0,0,1,0.1458333333333333,336.0
627.0,55.0,2.0,1,1,0,100686.11,1,1,0,0,1,0,0.0363636363636363,110.0
646.0,45.0,5.0,2,0,0,56636.38,0,1,0,0,0,1,0.1111111111111111,225.0
739.0,34.0,8.0,2,0,1,106981.03,0,0,0,1,0,1,0.2352941176470588,272.0
590.0,45.0,5.0,2,1,1,130824.57,0,0,0,1,0,1,0.1111111111111111,225.0
568.0,34.0,3.0,1,1,0,174094.24,1,1,0,0,0,1,0.088235294117647,102.0
649.0,47.0,2.0,2,1,1,145593.85,0,1,0,0,1,0,0.0425531914893617,94.0
698.0,43.0,7.0,2,1,0,114935.64,0,0,0,1,1,0,0.1627906976744186,301.0
739.0,38.0,5.0,2,0,1,81452.29,0,0,0,1,0,1,0.131578947368421,190.0
727.0,28.0,1.0,1,0,1,52411.31,0,1,0,0,0,1,0.0357142857142857,28.0
810.0,37.0,7.0,2,1,0,10511.13,0,1,0,0,1,0,0.1891891891891892,259.0
691.0,46.0,1.0,2,1,1,145536.24,0,1,0,0,1,0,0.0217391304347826,46.0
730.0,38.0,7.0,2,1,0,52709.55,0,1,0,0,0,1,0.1842105263157894,266.0
609.0,38.0,9.0,2,1,0,19448.93,0,0,1,0,0,1,0.2368421052631578,342.0
684.0,28.0,9.0,1,0,1,4777.23,0,0,1,0,0,1,0.3214285714285714,252.0
695.0,31.0,5.0,2,0,0,99537.68,0,1,0,0,0,1,0.1612903225806451,155.0
663.0,37.0,7.0,2,1,0,138849.06,0,1,0,0,1,0,0.1891891891891892,259.0
675.0,35.0,8.0,2,1,0,62390.59,0,1,0,0,1,0,0.2285714285714285,280.0
632.0,39.0,4.0,2,1,0,119127.07,0,1,0,0,1,0,0.1025641025641025,156.0
621.0,40.0,2.0,1,1,1,161352.41,0,0,1,0,0,1,0.05,80.0
628.0,36.0,6.0,2,1,0,173365.9,0,0,0,1,0,1,0.1666666666666666,216.0
652.0,35.0,8.0,1,1,0,186498.95,0,1,0,0,0,1,0.2285714285714285,280.0
622.0,38.0,5.0,1,0,0,105295.77,0,1,0,0,0,1,0.131578947368421,190.0
706.0,32.0,5.0,2,1,0,137959.0,0,1,0,0,0,1,0.15625,160.0
625.0,32.0,2.0,2,1,1,184976.12,0,0,1,0,0,1,0.0625,64.0
640.0,30.0,1.0,1,1,0,175843.26,0,0,0,1,0,1,0.0333333333333333,30.0
697.0,34.0,5.0,1,1,0,182822.5,0,1,0,0,0,1,0.1470588235294117,170.0
579.0,34.0,4.0,2,1,1,125962.02,0,0,0,1,1,0,0.1176470588235294,136.0
560.0,39.0,4.0,1,1,0,160941.78,0,1,0,0,0,1,0.1025641025641025,156.0
464.0,42.0,9.0,2,1,1,172767.92,0,1,0,0,1,0,0.2142857142857142,378.0
679.0,36.0,9.0,1,1,1,177866.79,0,0,1,0,1,0,0.25,324.0
493.0,54.0,3.0,2,1,1,150159.95,0,1,0,0,1,0,0.0555555555555555,162.0
629.0,36.0,8.0,1,0,1,109563.25,1,0,1,0,1,0,0.2222222222222222,288.0
567.0,34.0,1.0,1,1,1,81639.2,0,1,0,0,0,1,0.0294117647058823,34.0
678.0,33.0,8.0,1,1,1,72876.41,0,1,0,0,0,1,0.2424242424242424,264.0
516.0,37.0,3.0,2,1,1,77866.91,0,1,0,0,1,0,0.081081081081081,111.0
574.0,39.0,5.0,2,1,1,147055.81,0,0,1,0,0,1,0.1282051282051282,195.0
633.0,31.0,7.0,2,0,0,75574.48,0,1,0,0,0,1,0.2258064516129032,217.0
729.0,37.0,6.0,1,0,1,151146.67,0,0,1,0,1,0,0.1621621621621621,222.0
646.0,47.0,4.0,1,1,0,109057.58,1,0,1,0,1,0,0.0851063829787234,188.0
584.0,42.0,3.0,1,1,0,25669.1,0,1,0,0,1,0,0.0714285714285714,126.0
819.0,33.0,8.0,1,0,0,166164.3,1,0,1,0,0,1,0.2424242424242424,264.0
535.0,27.0,5.0,2,1,0,132909.41,0,1,0,0,1,0,0.1851851851851851,135.0
681.0,32.0,7.0,2,1,0,177844.06,0,1,0,0,0,1,0.21875,224.0
789.0,31.0,9.0,1,1,1,172832.9,1,1,0,0,0,1,0.2903225806451613,279.0
695.0,28.0,7.0,2,1,0,182366.76,0,0,0,1,0,1,0.25,196.0
703.0,41.0,6.0,1,0,1,183656.12,0,0,0,1,0,1,0.1463414634146341,246.0
600.0,40.0,9.0,1,1,0,78770.58,0,0,0,1,0,1,0.225,360.0
704.0,33.0,3.0,2,1,0,126263.84,0,0,0,1,1,0,0.0909090909090909,99.0
709.0,37.0,4.0,2,1,1,182728.8,0,0,0,1,0,1,0.1081081081081081,148.0
799.0,47.0,7.0,1,1,0,39704.14,1,1,0,0,0,1,0.1489361702127659,329.0
685.0,32.0,9.0,2,0,0,50560.37,0,1,0,0,0,1,0.28125,288.0
652.0,38.0,8.0,2,0,1,142823.09,0,1,0,0,1,0,0.2105263157894736,304.0
714.0,40.0,8.0,2,0,0,111590.35,0,1,0,0,0,1,0.2,320.0
506.0,51.0,1.0,2,1,1,173576.71,0,1,0,0,0,1,0.0196078431372549,51.0
613.0,46.0,3.0,3,1,0,199104.52,1,0,1,0,1,0,0.0652173913043478,138.0
640.0,29.0,4.0,1,0,0,44904.26,0,1,0,0,1,0,0.1379310344827586,116.0
687.0,38.0,2.0,1,1,1,154767.34,0,0,1,0,0,1,0.0526315789473684,76.0
763.0,41.0,8.0,2,1,0,56388.63,1,1,0,0,0,1,0.1951219512195122,328.0
482.0,39.0,3.0,2,1,0,122518.5,1,0,0,1,1,0,0.0769230769230769,117.0
501.0,34.0,9.0,1,1,0,47847.19,0,1,0,0,0,1,0.2647058823529412,306.0
666.0,43.0,9.0,1,0,0,156953.54,1,1,0,0,1,0,0.2093023255813953,387.0
622.0,23.0,2.0,1,1,1,131389.39,0,0,0,1,1,0,0.0869565217391304,46.0
656.0,42.0,4.0,2,1,1,145562.4,0,0,1,0,1,0,0.0952380952380952,168.0
710.0,31.0,4.0,2,1,0,112289.06,0,1,0,0,1,0,0.1290322580645161,124.0
757.0,31.0,9.0,2,0,0,182944.47,0,1,0,0,0,1,0.2903225806451613,279.0
681.0,32.0,9.0,1,0,0,177528.92,0,1,0,0,0,1,0.28125,288.0
731.0,23.0,8.0,2,1,1,128890.99,0,1,0,0,0,1,0.3478260869565217,184.0
597.0,40.0,7.0,1,1,0,55313.51,0,1,0,0,0,1,0.175,280.0
759.0,29.0,4.0,2,1,1,78963.99,0,1,0,0,0,1,0.1379310344827586,116.0
589.0,28.0,5.0,1,1,1,67976.82,0,1,0,0,0,1,0.1785714285714285,140.0
699.0,40.0,2.0,2,1,1,161479.19,0,0,0,1,0,1,0.05,80.0
669.0,40.0,5.0,2,1,0,115719.92,0,0,0,1,1,0,0.125,200.0
512.0,38.0,6.0,2,0,1,23101.13,0,1,0,0,0,1,0.1578947368421052,228.0
485.0,38.0,1.0,2,1,0,193130.55,0,1,0,0,1,0,0.0263157894736842,38.0
562.0,34.0,3.0,1,1,0,81175.25,1,0,1,0,0,1,0.088235294117647,102.0
620.0,34.0,3.0,2,1,0,132770.11,0,1,0,0,0,1,0.088235294117647,102.0
652.0,36.0,5.0,1,1,1,177618.02,0,1,0,0,0,1,0.1388888888888889,180.0
850.0,55.0,5.0,1,1,0,164741.5,1,1,0,0,0,1,0.0909090909090909,275.0
709.0,26.0,3.0,2,1,0,4410.77,1,1,0,0,1,0,0.1153846153846153,78.0
449.0,52.0,4.0,2,0,0,123622.0,1,1,0,0,0,1,0.0769230769230769,208.0
687.0,46.0,9.0,1,1,0,182612.38,1,1,0,0,1,0,0.1956521739130435,414.0
629.0,26.0,6.0,2,1,0,38190.78,0,1,0,0,0,1,0.2307692307692307,156.0
712.0,31.0,7.0,2,1,0,160529.43,0,1,0,0,1,0,0.2258064516129032,217.0
579.0,37.0,1.0,2,1,1,147090.28,0,0,0,1,0,1,0.027027027027027,37.0
615.0,47.0,1.0,1,1,1,45418.12,0,0,0,1,0,1,0.0212765957446808,47.0
468.0,30.0,8.0,2,1,0,125920.54,0,1,0,0,0,1,0.2666666666666666,240.0
803.0,25.0,3.0,1,1,0,12328.08,0,1,0,0,1,0,0.12,75.0
689.0,31.0,2.0,1,1,1,170821.43,1,1,0,0,0,1,0.064516129032258,62.0
816.0,28.0,3.0,2,1,1,28407.4,0,1,0,0,0,1,0.1071428571428571,84.0
663.0,26.0,3.0,2,1,1,64729.61,0,0,0,1,0,1,0.1153846153846153,78.0
707.0,38.0,2.0,1,1,1,189414.74,0,0,0,1,1,0,0.0526315789473684,76.0
705.0,36.0,9.0,1,1,1,134483.66,1,0,1,0,1,0,0.25,324.0
667.0,45.0,7.0,2,0,1,151336.96,0,1,0,0,1,0,0.1555555555555555,315.0
598.0,29.0,8.0,1,1,0,93739.71,0,1,0,0,1,0,0.2758620689655172,232.0
635.0,47.0,2.0,1,1,0,164741.5,1,1,0,0,1,0,0.0425531914893617,94.0
558.0,26.0,4.0,2,0,0,101139.3,0,1,0,0,0,1,0.1538461538461538,104.0
535.0,49.0,5.0,1,1,0,196332.45,0,0,0,1,1,0,0.1020408163265306,245.0
595.0,33.0,9.0,2,1,1,131177.17,0,0,0,1,0,1,0.2727272727272727,297.0
797.0,42.0,4.0,2,0,1,47579.25,0,1,0,0,1,0,0.0952380952380952,168.0
598.0,45.0,9.0,1,1,0,1801.77,1,1,0,0,1,0,0.2,405.0
523.0,31.0,6.0,1,1,0,5962.3,0,0,1,0,1,0,0.1935483870967742,186.0
553.0,38.0,9.0,1,1,0,112549.99,0,1,0,0,0,1,0.2368421052631578,342.0
439.0,42.0,1.0,1,0,0,104889.3,1,1,0,0,1,0,0.0238095238095238,42.0
706.0,38.0,3.0,1,1,1,84531.79,0,1,0,0,1,0,0.0789473684210526,114.0
706.0,33.0,1.0,2,1,1,27509.52,0,1,0,0,1,0,0.0303030303030303,33.0
651.0,28.0,1.0,2,0,0,174434.06,0,0,1,0,0,1,0.0357142857142857,28.0
549.0,44.0,1.0,1,1,1,123944.68,0,0,0,1,0,1,0.0227272727272727,44.0
659.0,40.0,9.0,1,1,0,183950.24,1,0,1,0,1,0,0.225,360.0
739.0,41.0,4.0,2,1,1,89801.9,0,1,0,0,1,0,0.0975609756097561,164.0
630.0,40.0,6.0,2,0,1,147723.22,0,0,1,0,1,0,0.15,240.0
581.0,31.0,2.0,2,1,0,55775.72,0,0,1,0,1,0,0.064516129032258,62.0
745.0,32.0,4.0,2,1,0,74580.8,0,0,0,1,0,1,0.125,128.0
579.0,33.0,7.0,1,1,1,11205.5,0,1,0,0,0,1,0.2121212121212121,231.0
678.0,29.0,7.0,2,0,1,158937.64,0,0,0,1,1,0,0.2413793103448276,203.0
634.0,45.0,5.0,2,1,0,101039.53,1,1,0,0,1,0,0.1111111111111111,225.0
746.0,32.0,7.0,2,1,0,141872.05,0,1,0,0,1,0,0.21875,224.0
814.0,52.0,2.0,1,0,0,59650.15,1,0,0,1,1,0,0.0384615384615384,104.0
751.0,24.0,9.0,2,1,0,145325.32,0,0,1,0,1,0,0.375,216.0
468.0,47.0,3.0,2,1,0,91829.47,0,1,0,0,1,0,0.0638297872340425,141.0
678.0,33.0,5.0,1,1,0,133535.29,0,1,0,0,1,0,0.1515151515151515,165.0
769.0,39.0,1.0,1,1,1,189430.86,0,0,0,1,1,0,0.0256410256410256,39.0
554.0,44.0,1.0,1,1,0,184524.74,1,0,1,0,1,0,0.0227272727272727,44.0
743.0,33.0,9.0,1,0,0,172097.4,1,0,1,0,0,1,0.2727272727272727,297.0
681.0,27.0,3.0,1,1,1,187900.33,0,0,1,0,0,1,0.1111111111111111,81.0
521.0,37.0,7.0,2,0,0,51345.39,0,1,0,0,0,1,0.1891891891891892,259.0
543.0,39.0,7.0,2,0,1,82559.77,0,1,0,0,0,1,0.1794871794871795,273.0
537.0,34.0,1.0,1,1,1,59115.3,0,0,1,0,0,1,0.0294117647058823,34.0
659.0,31.0,4.0,1,0,1,86490.09,1,0,0,1,1,0,0.1290322580645161,124.0
579.0,38.0,5.0,2,1,1,107831.97,0,0,1,0,0,1,0.131578947368421,190.0
552.0,50.0,4.0,1,1,0,117505.07,0,0,1,0,0,1,0.08,200.0
712.0,42.0,4.0,2,1,1,176884.8,0,1,0,0,0,1,0.0952380952380952,168.0
684.0,30.0,1.0,2,0,1,91346.03,1,0,1,0,1,0,0.0333333333333333,30.0
499.0,34.0,10.0,2,1,0,10722.54,0,1,0,0,0,1,0.2941176470588235,340.0
616.0,30.0,9.0,1,1,0,161229.16,0,0,0,1,0,1,0.3,270.0
724.0,33.0,1.0,2,0,0,58854.79,0,1,0,0,0,1,0.0303030303030303,33.0
683.0,29.0,9.0,2,0,1,134417.31,0,1,0,0,0,1,0.3103448275862069,261.0
513.0,28.0,8.0,2,0,1,134600.94,0,1,0,0,1,0,0.2857142857142857,224.0
743.0,31.0,9.0,3,1,0,93901.61,1,0,1,0,0,1,0.2903225806451613,279.0
646.0,43.0,3.0,2,1,1,130664.79,0,0,1,0,0,1,0.0697674418604651,129.0
620.0,38.0,5.0,2,1,0,38015.34,0,0,0,1,0,1,0.131578947368421,190.0
584.0,47.0,5.0,2,0,0,89286.29,0,1,0,0,0,1,0.1063829787234042,235.0
616.0,51.0,3.0,1,1,1,159718.64,1,0,1,0,1,0,0.0588235294117647,153.0
531.0,39.0,9.0,2,1,0,109184.24,0,1,0,0,1,0,0.2307692307692307,351.0
608.0,36.0,8.0,3,1,1,118324.75,1,0,0,1,1,0,0.2222222222222222,288.0
773.0,44.0,8.0,2,1,0,62700.08,1,0,0,1,1,0,0.1818181818181818,352.0
604.0,43.0,9.0,1,0,1,92826.34,0,1,0,0,0,1,0.2093023255813953,387.0
684.0,37.0,6.0,1,1,1,140721.16,0,0,1,0,1,0,0.1621621621621621,222.0
609.0,39.0,6.0,1,1,0,138526.96,1,1,0,0,0,1,0.1538461538461538,234.0
590.0,32.0,4.0,2,1,0,138889.15,0,1,0,0,0,1,0.125,128.0
621.0,42.0,10.0,2,0,1,17913.25,0,0,1,0,0,1,0.238095238095238,420.0
624.0,39.0,5.0,1,1,0,132424.69,0,0,0,1,1,0,0.1282051282051282,195.0
655.0,56.0,5.0,1,1,0,41782.7,1,0,0,1,1,0,0.0892857142857142,280.0
834.0,33.0,4.0,2,0,0,194365.76,0,0,0,1,0,1,0.1212121212121212,132.0
597.0,50.0,1.0,1,1,0,151843.53,1,0,1,0,1,0,0.02,50.0
615.0,42.0,8.0,2,1,0,162599.51,0,1,0,0,0,1,0.1904761904761904,336.0
687.0,35.0,7.0,3,1,0,13608.18,1,0,1,0,1,0,0.2,245.0
637.0,38.0,6.0,1,0,1,122662.98,1,1,0,0,0,1,0.1578947368421052,228.0
632.0,29.0,10.0,1,0,0,186490.37,0,1,0,0,1,0,0.3448275862068966,290.0
593.0,33.0,7.0,2,1,0,182025.75,0,1,0,0,1,0,0.2121212121212121,231.0
616.0,40.0,8.0,2,1,0,61792.77,0,1,0,0,1,0,0.2,320.0
535.0,32.0,8.0,1,1,1,176919.45,0,1,0,0,0,1,0.25,256.0
633.0,32.0,2.0,2,1,1,108008.65,0,1,0,0,0,1,0.0625,64.0
602.0,31.0,7.0,2,1,1,1114.11,1,1,0,0,0,1,0.2258064516129032,217.0
545.0,29.0,7.0,2,1,0,46811.77,0,1,0,0,0,1,0.2413793103448276,203.0
727.0,27.0,2.0,1,1,1,165692.03,0,0,0,1,1,0,0.074074074074074,54.0
683.0,35.0,5.0,1,1,0,102665.92,0,1,0,0,1,0,0.1428571428571428,175.0
663.0,42.0,2.0,1,0,1,124626.57,0,1,0,0,0,1,0.0476190476190476,84.0
678.0,39.0,4.0,2,1,0,117832.4,0,0,0,1,0,1,0.1025641025641025,156.0
686.0,31.0,7.0,3,1,1,166698.18,0,1,0,0,0,1,0.2258064516129032,217.0
651.0,49.0,1.0,1,1,0,175820.91,0,0,1,0,0,1,0.0204081632653061,49.0
758.0,34.0,7.0,2,1,1,171552.02,0,1,0,0,1,0,0.2058823529411764,238.0
609.0,31.0,10.0,2,1,0,170634.49,0,1,0,0,0,1,0.3225806451612903,310.0
571.0,31.0,5.0,2,1,1,101314.65,0,1,0,0,0,1,0.1612903225806451,155.0
779.0,41.0,10.0,2,0,0,86927.53,0,0,1,0,1,0,0.2439024390243902,410.0
611.0,24.0,7.0,2,1,0,126477.25,0,0,0,1,0,1,0.2916666666666667,168.0
710.0,35.0,3.0,2,1,0,147930.46,0,0,1,0,1,0,0.0857142857142857,105.0
588.0,34.0,5.0,2,1,0,48924.73,0,1,0,0,1,0,0.1470588235294117,170.0
773.0,34.0,8.0,2,1,0,66977.68,0,1,0,0,0,1,0.2352941176470588,272.0
587.0,43.0,1.0,1,1,1,48244.64,1,0,1,0,1,0,0.0232558139534883,43.0
682.0,26.0,8.0,1,0,0,178373.43,0,1,0,0,0,1,0.3076923076923077,208.0
750.0,22.0,2.0,1,1,0,128643.35,0,0,0,1,0,1,0.0909090909090909,44.0
583.0,24.0,1.0,2,1,0,5635.63,0,0,1,0,1,0,0.0416666666666666,24.0
726.0,36.0,9.0,2,1,0,84460.65,0,0,0,1,0,1,0.25,324.0
556.0,30.0,2.0,1,1,1,51345.41,0,0,1,0,0,1,0.0666666666666666,60.0
637.0,36.0,2.0,1,1,1,145556.24,0,1,0,0,1,0,0.0555555555555555,72.0
807.0,44.0,1.0,1,1,1,114448.13,0,1,0,0,1,0,0.0227272727272727,44.0
605.0,36.0,1.0,2,0,1,172810.51,0,0,0,1,0,1,0.0277777777777777,36.0
725.0,46.0,10.0,2,1,1,140197.34,0,1,0,0,0,1,0.217391304347826,460.0
695.0,47.0,4.0,1,1,0,65464.66,1,1,0,0,0,1,0.0851063829787234,188.0
581.0,28.0,2.0,1,1,1,29937.75,0,1,0,0,0,1,0.0714285714285714,56.0
586.0,40.0,1.0,1,0,0,173948.4,1,0,0,1,1,0,0.025,40.0
638.0,34.0,8.0,1,0,1,157527.6,0,0,1,0,1,0,0.2352941176470588,272.0
659.0,41.0,2.0,1,0,1,87715.84,0,1,0,0,0,1,0.048780487804878,82.0
589.0,46.0,2.0,1,1,0,149569.43,1,0,1,0,0,1,0.0434782608695652,92.0
681.0,37.0,1.0,2,1,1,69608.48,0,1,0,0,1,0,0.027027027027027,37.0
544.0,37.0,4.0,2,0,0,179531.57,0,1,0,0,1,0,0.1081081081081081,148.0
719.0,43.0,9.0,2,1,0,73882.49,0,1,0,0,1,0,0.2093023255813953,387.0
591.0,37.0,1.0,1,1,1,73066.92,0,1,0,0,0,1,0.027027027027027,37.0
850.0,26.0,7.0,1,0,0,100101.06,0,1,0,0,1,0,0.2692307692307692,182.0
711.0,24.0,3.0,2,1,0,4861.72,0,0,1,0,0,1,0.125,72.0
709.0,34.0,4.0,1,1,1,44937.75,0,1,0,0,0,1,0.1176470588235294,136.0
664.0,47.0,7.0,1,1,1,52462.25,0,0,1,0,0,1,0.1489361702127659,329.0
781.0,24.0,8.0,2,1,0,51219.8,0,0,0,1,1,0,0.3333333333333333,192.0
577.0,37.0,7.0,2,1,1,179012.4,0,1,0,0,1,0,0.1891891891891892,259.0
696.0,35.0,9.0,1,1,1,155700.15,0,1,0,0,0,1,0.2571428571428571,315.0
697.0,43.0,10.0,2,0,1,141896.74,0,1,0,0,1,0,0.2325581395348837,430.0
678.0,38.0,7.0,1,1,1,147033.96,0,1,0,0,0,1,0.1842105263157894,266.0
768.0,36.0,10.0,2,1,0,126353.21,0,1,0,0,1,0,0.2777777777777778,360.0
515.0,35.0,7.0,1,1,0,80852.11,0,0,0,1,0,1,0.2,245.0
805.0,28.0,3.0,2,1,0,21928.81,0,1,0,0,0,1,0.1071428571428571,84.0
521.0,39.0,1.0,2,1,0,143960.72,0,1,0,0,0,1,0.0256410256410256,39.0
691.0,32.0,7.0,1,1,1,130114.16,0,1,0,0,0,1,0.21875,224.0
850.0,42.0,9.0,1,1,0,126997.53,1,0,1,0,0,1,0.2142857142857142,378.0
792.0,38.0,8.0,2,1,1,177655.72,0,1,0,0,1,0,0.2105263157894736,304.0
697.0,32.0,5.0,2,1,1,157955.73,0,1,0,0,1,0,0.15625,160.0
687.0,40.0,1.0,1,1,1,179206.92,1,1,0,0,1,0,0.025,40.0
621.0,51.0,9.0,1,1,0,171364.18,1,1,0,0,1,0,0.1764705882352941,459.0
523.0,31.0,8.0,1,1,0,100557.03,0,1,0,0,1,0,0.2580645161290322,248.0
581.0,30.0,7.0,2,1,1,84475.13,0,1,0,0,0,1,0.2333333333333333,210.0
687.0,38.0,4.0,2,1,1,173632.92,0,1,0,0,0,1,0.1052631578947368,152.0
519.0,23.0,2.0,1,0,1,79314.1,0,1,0,0,0,1,0.0869565217391304,46.0
751.0,28.0,8.0,2,1,0,66580.13,0,1,0,0,1,0,0.2857142857142857,224.0
709.0,36.0,3.0,2,1,1,1801.77,0,1,0,0,0,1,0.0833333333333333,108.0
609.0,31.0,5.0,1,1,1,73922.95,0,0,0,1,1,0,0.1612903225806451,155.0
645.0,33.0,6.0,1,1,1,151335.24,0,0,0,1,1,0,0.1818181818181818,198.0
713.0,32.0,8.0,2,1,1,184866.74,0,1,0,0,1,0,0.25,256.0
590.0,43.0,6.0,1,1,0,133565.99,1,0,1,0,1,0,0.1395348837209302,258.0
558.0,27.0,1.0,1,0,0,183271.15,0,1,0,0,0,1,0.037037037037037,27.0
667.0,32.0,1.0,2,0,1,4497.55,0,1,0,0,0,1,0.03125,32.0
633.0,32.0,4.0,2,0,1,111421.46,0,1,0,0,1,0,0.125,128.0
683.0,40.0,9.0,1,1,1,150159.95,1,1,0,0,0,1,0.225,360.0
738.0,45.0,7.0,2,1,1,1187.88,0,0,0,1,1,0,0.1555555555555555,315.0
588.0,40.0,4.0,1,0,0,162812.16,0,1,0,0,1,0,0.1,160.0
724.0,37.0,5.0,2,1,0,86957.42,0,1,0,0,1,0,0.1351351351351351,185.0
663.0,45.0,4.0,2,1,1,11682.36,0,0,0,1,1,0,0.0888888888888888,180.0
611.0,34.0,7.0,2,1,0,47972.65,0,1,0,0,0,1,0.2058823529411764,238.0
591.0,34.0,4.0,1,1,1,143981.27,0,0,0,1,1,0,0.1176470588235294,136.0
755.0,32.0,7.0,1,1,1,124625.08,0,1,0,0,1,0,0.21875,224.0
580.0,28.0,7.0,2,1,1,24799.47,0,0,1,0,1,0,0.25,196.0
667.0,38.0,4.0,2,1,0,62762.12,0,0,0,1,1,0,0.1052631578947368,152.0
736.0,43.0,2.0,3,1,1,139366.58,1,0,1,0,1,0,0.0465116279069767,86.0
690.0,43.0,5.0,2,0,1,120512.08,0,1,0,0,0,1,0.1162790697674418,215.0
690.0,33.0,5.0,2,1,0,138775.01,0,1,0,0,1,0,0.1515151515151515,165.0
679.0,38.0,2.0,1,0,1,38020.05,1,0,0,1,0,1,0.0526315789473684,76.0
678.0,39.0,7.0,2,1,0,85901.49,0,0,0,1,0,1,0.1794871794871795,273.0
559.0,44.0,7.0,1,1,0,155853.52,1,1,0,0,0,1,0.1590909090909091,308.0
519.0,55.0,2.0,1,1,1,166423.66,1,0,1,0,0,1,0.0363636363636363,110.0
751.0,35.0,9.0,1,1,0,35671.45,0,0,1,0,1,0,0.2571428571428571,315.0
732.0,40.0,1.0,2,0,0,169303.21,0,0,0,1,0,1,0.025,40.0
567.0,33.0,4.0,2,1,1,115070.72,0,1,0,0,0,1,0.1212121212121212,132.0
646.0,29.0,7.0,2,1,1,179833.45,0,1,0,0,0,1,0.2413793103448276,203.0
753.0,37.0,9.0,1,1,1,58961.49,0,0,1,0,0,1,0.2432432432432432,333.0
677.0,45.0,9.0,2,1,0,17622.82,0,1,0,0,0,1,0.2,405.0
678.0,41.0,6.0,1,1,0,159585.61,0,1,0,0,0,1,0.1463414634146341,246.0
563.0,32.0,9.0,1,1,0,138360.03,0,1,0,0,1,0,0.28125,288.0
646.0,34.0,6.0,2,1,1,46786.92,0,0,0,1,1,0,0.1764705882352941,204.0
616.0,43.0,1.0,1,0,0,151827.87,1,1,0,0,1,0,0.0232558139534883,43.0
645.0,32.0,8.0,2,1,1,122999.14,0,1,0,0,1,0,0.25,256.0
691.0,32.0,9.0,1,1,1,74564.65,0,1,0,0,1,0,0.28125,288.0
754.0,36.0,4.0,1,1,1,103301.77,0,1,0,0,1,0,0.1111111111111111,144.0
684.0,39.0,4.0,2,1,1,166044.02,0,0,1,0,0,1,0.1025641025641025,156.0
703.0,39.0,2.0,1,1,0,140745.91,1,1,0,0,0,1,0.0512820512820512,78.0
588.0,42.0,3.0,1,0,1,151924.9,1,1,0,0,1,0,0.0714285714285714,126.0
774.0,33.0,7.0,2,1,0,56770.78,0,1,0,0,0,1,0.2121212121212121,231.0
627.0,31.0,3.0,2,1,1,170968.77,0,1,0,0,1,0,0.0967741935483871,93.0
831.0,34.0,2.0,2,0,0,165840.94,0,1,0,0,1,0,0.0588235294117647,68.0
606.0,44.0,4.0,1,1,0,71725.73,0,1,0,0,1,0,0.0909090909090909,176.0
695.0,39.0,2.0,1,1,1,157791.06,0,1,0,0,1,0,0.0512820512820512,78.0
599.0,27.0,8.0,2,1,0,135096.53,0,0,0,1,0,1,0.2962962962962963,216.0
707.0,35.0,4.0,2,1,1,67976.65,0,1,0,0,1,0,0.1142857142857142,140.0
537.0,38.0,2.0,2,1,1,131886.46,0,1,0,0,0,1,0.0526315789473684,76.0
527.0,39.0,7.0,1,1,1,63797.94,0,0,0,1,0,1,0.1794871794871795,273.0
513.0,44.0,4.0,2,0,0,139861.53,0,0,0,1,0,1,0.0909090909090909,176.0
585.0,37.0,8.0,2,1,1,163667.56,0,1,0,0,0,1,0.2162162162162162,296.0
611.0,35.0,1.0,2,1,1,143960.72,0,0,0,1,0,1,0.0285714285714285,35.0
521.0,41.0,3.0,1,1,1,116471.29,0,0,1,0,0,1,0.073170731707317,123.0
646.0,54.0,5.0,3,1,0,140889.32,1,0,1,0,0,1,0.0925925925925925,270.0
743.0,35.0,9.0,2,0,1,82565.01,0,0,0,1,0,1,0.2571428571428571,315.0
576.0,41.0,4.0,2,0,0,81298.09,0,0,0,1,0,1,0.0975609756097561,164.0
